23.7341822, 37.9756449
23.73561, 37.9754595
23.7356745, 37.9761026
23.7357535, 37.976531
23.7356674, 37.9768929
23.7354411, 37.9772202
23.7352745, 37.9775079
23.7346659, 37.9782088
23.7328961, 37.9802947
23.7319561, 37.9814193
23.73116, 37.9823768
23.7305952, 37.9830448
23.730339, 37.9832985
23.7300974, 37.9834886
23.7297841, 37.9836814
23.7293705, 37.9838598
23.7288072, 37.9840036
23.7280425, 37.9841349
23.7275622, 37.9821873
23.7264159, 37.977543
23.7262493, 37.977013
23.7261357, 37.9766885
23.7260422, 37.9765606
23.725874, 37.9764034
23.725685, 37.9762666
23.7254187, 37.9761161
23.7253363, 37.9760714
23.7250954, 37.9759539
23.7249269, 37.9758882
23.72479, 37.9758388
23.724657, 37.9758063
23.7244689, 37.9757882
23.7243638, 37.9757771
23.7241909, 37.9757688
23.7240439, 37.9757641
23.7238424, 37.9757727
23.7237355, 37.9757805
23.7236115, 37.9757955
23.7233302, 37.9758316
23.7231254, 37.9758706
23.722998, 37.9758833
23.7228558, 37.9759034
23.7227499, 37.9759213
23.7226654, 37.9759383
23.7225575, 37.9759621
23.7224669, 37.9759867
23.7223232, 37.9760286
23.7222034, 37.9760655
23.7220544, 37.9761148
23.7219867, 37.9761404
23.7219124, 37.9761756
23.7218599, 37.9761974
23.7217874, 37.9762282
23.7216063, 37.9763128
23.7213932, 37.9764113
23.7211534, 37.9765163
23.7210536, 37.9765595
23.7209256, 37.9766177
23.7207925, 37.9766676
23.7207678, 37.9766371
23.7207194, 37.9765736
23.7205993, 37.9764558
23.7205726, 37.9764533
23.7205253, 37.976463
23.7204923, 37.9765102
23.7204391, 37.9765728
23.7203764, 37.9765958
23.7202438, 37.9766372
23.7202804, 37.9767101
23.720413, 37.9766687
23.7205945, 37.9766086
23.720621, 37.9767648
23.7206226, 37.9767789
23.72074, 37.9767668
23.7209093, 37.9767494
23.7209096, 37.9767506
23.7209173, 37.9767858
23.7209424, 37.9769008
23.7209505, 37.9769303
23.7209574, 37.9769421
23.7209688, 37.9769539
23.7209815, 37.9769634
23.7209971, 37.9769722
23.7210103, 37.9769769
23.7210303, 37.9769827
23.7211406, 37.9770084
23.7212373, 37.9773413
23.7221805, 37.9772223
23.7222046, 37.9773411
23.7226269, 37.9776353
23.7230226, 37.9779231
23.7232501, 37.9780851
23.7234744, 37.9782487
23.7235674, 37.9782588
23.7239586, 37.9784132
23.7240404, 37.9784641
23.724221, 37.978651
23.7247263, 37.9784137
23.7248155, 37.9784905
23.7249627, 37.9785544
23.7249985, 37.978546
23.725022, 37.9785463
23.7250431, 37.9785569
